trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.998}",20,0,-74.27131191893432,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.996}",30,11,-56.51946576739438,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 0}",1
3,False,"{'a': 0.5, 'e': 0.994}",20,0,-89.75134264627901,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.992}",30,0,-222.5858787301327,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.99}",20,0,-123.89677540644867,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.988}",30,0,-175.5872828124769,"{0: 15, 1: 3, 2: 8, 3: 3, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.986}",20,0,-83.80988124385712,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.984}",20,1,-60.374987547301046,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.982}",25,0,-152.36730536024348,"{0: 10, 1: 5, 2: 8, 3: 1, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.98}",25,0,-78.24529712377542,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.978}",25,0,-111.81577065608792,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.976}",35,0,-185.2989867709858,"{0: 22, 1: 3, 2: 5, 3: 3, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.974}",20,0,-125.35189984456832,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.972}",20,0,-59.88467567809374,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.97}",25,0,-119.99319616030672,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.968}",25,1,-132.1944418367783,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 2}",1
17,False,"{'a': 0.5, 'e': 0.966}",25,6,-152.6376863042224,"{0: 8, 1: 5, 2: 2, 3: 2, 4: 2}",1
18,False,"{'a': 0.5, 'e': 0.964}",30,0,-50.10902927648491,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.962}",25,0,-131.51146338214878,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",1
20,False,"{'a': 0.5, 'e': 0.96}",30,0,-223.93081066368353,"{0: 17, 1: 5, 2: 3, 3: 1, 4: 4}",0
21,False,"{'a': 0.5, 'e': 0.958}",25,0,-318.935262055315,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 6}",0
22,False,"{'a': 0.5, 'e': 0.956}",20,0,-61.19192613006267,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.954}",30,0,-264.2086794535051,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 5}",0
24,False,"{'a': 0.5, 'e': 0.952}",20,0,-75.19122619588106,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.95}",20,2,-91.18761004301314,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 1}",1
26,False,"{'a': 0.5, 'e': 0.948}",20,0,-145.58788115409087,"{0: 8, 1: 6, 2: 4, 3: 0, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.946}",20,0,-64.13550641944545,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.944}",20,8,-44.745502333820596,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 1}",1
29,False,"{'a': 0.5, 'e': 0.942}",20,10,-51.7496643830684,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
30,False,"{'a': 0.5, 'e': 0.94}",30,0,-138.35087762741986,"{0: 14, 1: 9, 2: 5, 3: 1, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.938}",30,18,-51.27785299680925,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.9359999999999999}",25,0,-139.60862072848315,"{0: 11, 1: 6, 2: 6, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.9339999999999999}",20,0,-84.62402054232123,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.9319999999999999}",20,0,-32.474539922860075,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.9299999999999999}",20,16,7.682052395183845,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.9279999999999999}",20,0,-161.77322314994643,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.9259999999999999}",20,0,-40.45095857609197,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.9239999999999999}",25,0,-77.73817176038774,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.9219999999999999}",30,0,-79.72248495644337,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.9199999999999999}",25,0,-165.6931174261276,"{0: 13, 1: 2, 2: 5, 3: 4, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9179999999999999}",30,0,-106.74285336900527,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9159999999999999}",20,0,-74.11194265106279,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.9139999999999999}",25,0,-72.98417165669169,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9119999999999999}",30,0,-124.82875518702329,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.9099999999999999}",20,0,-21.16372502500991,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9079999999999999}",25,13,-43.78508555951709,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
47,False,"{'a': 0.5, 'e': 0.9059999999999999}",20,0,-80.3853726068332,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9039999999999999}",25,0,-145.37086809174536,"{0: 9, 1: 7, 2: 6, 3: 3, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.9019999999999999}",20,0,-54.202351654390476,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.8999999999999999}",30,0,-169.3626516538151,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
51,False,"{'a': 0.5, 'e': 0.8979999999999999}",30,0,-59.143883795852496,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.8959999999999999}",30,0,-246.2240854392747,"{0: 14, 1: 3, 2: 8, 3: 2, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.8939999999999999}",20,0,-15.770175068107346,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.8919999999999999}",30,0,-214.99789943415004,"{0: 14, 1: 4, 2: 7, 3: 3, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.8899999999999999}",25,11,-15.582990601173346,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.8879999999999999}",20,0,-110.86221449505297,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
57,False,"{'a': 0.5, 'e': 0.8859999999999999}",20,0,-43.942715308243315,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.8839999999999999}",20,0,-132.1567691852758,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.8819999999999999}",25,17,-14.276859231076632,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.8799999999999999}",30,8,-86.1710501242942,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 1}",1
61,False,"{'a': 0.5, 'e': 0.8779999999999999}",25,13,-73.33720070687023,"{0: 5, 1: 0, 2: 6, 3: 1, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.8759999999999999}",20,0,-65.42093823501389,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.8739999999999999}",25,0,-167.21489168344758,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.8719999999999999}",20,10,-33.0600860563517,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.8699999999999999}",20,12,-0.42972984407743375,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.8679999999999999}",35,0,-137.64736390318257,"{0: 21, 1: 7, 2: 4, 3: 2, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.8659999999999999}",20,0,-34.13837028121593,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.8639999999999999}",35,0,-102.2327297178272,"{0: 25, 1: 2, 2: 6, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.8619999999999999}",20,0,-86.59277732871811,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.8599999999999999}",25,0,-174.61392969796884,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
71,False,"{'a': 0.5, 'e': 0.8579999999999999}",20,0,-50.595262321136495,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.8559999999999999}",25,10,-10.918358196518172,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.8539999999999999}",20,0,-40.05691805100599,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.8519999999999999}",20,0,-143.52169711374648,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.8499999999999999}",25,0,-130.8054706555293,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.8479999999999999}",25,0,-157.70918279100007,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.8459999999999999}",20,10,-33.39444087001681,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.8439999999999999}",20,0,3.332002644668354,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.8419999999999999}",25,0,-43.86813550365905,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.8399999999999999}",20,1,-57.37970654773094,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.8379999999999999}",20,0,-62.57085136384764,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.8359999999999999}",25,0,-85.31456331505329,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.8339999999999999}",35,0,-170.27681103121336,"{0: 22, 1: 3, 2: 6, 3: 2, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.8319999999999999}",25,0,-150.57592960731048,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
85,False,"{'a': 0.5, 'e': 0.8299999999999998}",20,0,-85.60700749966719,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.8279999999999998}",20,0,-51.29560456482405,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.8259999999999998}",20,0,-145.82582220864708,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.8239999999999998}",25,4,-100.10987685882284,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.8219999999999998}",25,0,-33.50333268033686,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.8199999999999998}",20,0,-90.68095124690352,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.8179999999999998}",25,0,-104.6680081912,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.8159999999999998}",20,0,-91.4072048501538,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.8139999999999998}",25,0,-81.54799641051335,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.8119999999999998}",25,13,-26.533179483087814,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.8099999999999998}",30,0,-129.43900352262588,"{0: 15, 1: 6, 2: 6, 3: 3, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.8079999999999998}",25,3,-46.24072299403292,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.8059999999999998}",20,4,-86.74150657416877,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
98,False,"{'a': 0.5, 'e': 0.8039999999999998}",25,0,-56.466744776334934,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.8019999999999998}",25,0,-77.1502208278589,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.7999999999999998}",25,0,-108.14116232564733,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.7979999999999998}",20,0,-45.97683799277637,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.7959999999999998}",25,0,-123.9915925854346,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.7939999999999998}",20,0,-66.33970901151184,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.7919999999999998}",25,6,-84.40229399846638,"{0: 12, 1: 5, 2: 0, 3: 0, 4: 2}",1
105,False,"{'a': 0.5, 'e': 0.7899999999999998}",25,0,-117.31104503326932,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.7879999999999998}",35,0,-189.48712448395565,"{0: 19, 1: 4, 2: 9, 3: 1, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.7859999999999998}",20,0,-24.12278932024641,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.7839999999999998}",20,0,-47.99241513125172,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.7819999999999998}",20,0,-89.55582102282106,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.7799999999999998}",20,0,-58.25700220351682,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.7779999999999998}",35,0,-34.80575482933904,"{0: 27, 1: 3, 2: 5, 3: 0, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.7759999999999998}",25,11,-82.03269117691715,"{0: 7, 1: 1, 2: 5, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.7739999999999998}",25,13,-52.34530327151176,"{0: 7, 1: 1, 2: 2, 3: 2, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.7719999999999998}",30,0,-174.6419065380875,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 4}",0
115,False,"{'a': 0.5, 'e': 0.7699999999999998}",30,0,-194.44896658446692,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
116,False,"{'a': 0.5, 'e': 0.7679999999999998}",35,21,-101.07511150660565,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 2}",1
117,False,"{'a': 0.5, 'e': 0.7659999999999998}",25,0,-65.84990949465049,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.7639999999999998}",25,0,-127.05111658316721,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.7619999999999998}",25,0,-154.0492332006723,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.7599999999999998}",20,3,-28.316094378644074,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.7579999999999998}",20,3,-49.56950067317131,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.7559999999999998}",25,16,9.963600604767112,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.7539999999999998}",30,8,-60.71267131202923,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.7519999999999998}",25,0,-66.79822503178771,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",1
125,False,"{'a': 0.5, 'e': 0.7499999999999998}",20,0,-29.18879324668223,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.7479999999999998}",20,12,3.4670879521646225,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.7459999999999998}",20,0,-102.52137674159974,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.7439999999999998}",25,0,-113.4150039028746,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.7419999999999998}",20,0,-67.517900106487,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.7399999999999998}",20,3,-47.64361110552401,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.7379999999999998}",30,0,-119.67681388381476,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
132,False,"{'a': 0.5, 'e': 0.7359999999999998}",20,0,-74.78988679151338,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.7339999999999998}",20,0,-23.577001654500467,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.7319999999999998}",30,6,-69.06925328296774,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.7299999999999998}",20,0,-45.713483462036365,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.7279999999999998}",25,0,-63.86723623677739,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.7259999999999998}",20,8,-31.24218095878433,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.7239999999999998}",25,0,-126.75528798347032,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.7219999999999998}",20,0,-62.28028388773206,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.7199999999999998}",25,0,-95.38042138643375,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.7179999999999997}",20,13,-29.016961013479786,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.7159999999999997}",35,0,-179.9263919040987,"{0: 26, 1: 1, 2: 3, 3: 1, 4: 4}",1
143,False,"{'a': 0.5, 'e': 0.7139999999999997}",20,11,-50.839707270659865,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.7119999999999997}",25,12,16.689109963495522,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.7099999999999997}",35,24,-41.98021030404923,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.7079999999999997}",20,0,-61.78776881881109,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.7059999999999997}",20,10,-45.03057769964734,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.7039999999999997}",20,0,-37.69702000187521,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.7019999999999997}",25,13,4.967315771782758,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.6999999999999997}",25,1,-68.33512669085886,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.6979999999999997}",25,0,-42.377804521266086,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.6959999999999997}",20,0,-94.92332304375316,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.6939999999999997}",25,8,-101.5305564485217,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.6919999999999997}",20,0,-16.794433679226202,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.6899999999999997}",20,0,-93.53632808234468,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.6879999999999997}",20,4,-90.12380504292094,"{0: 8, 1: 1, 2: 4, 3: 3, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.6859999999999997}",25,8,-42.85124016541066,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.6839999999999997}",20,0,-47.30040565082353,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.6819999999999997}",30,14,-0.6745868232857,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.6799999999999997}",25,8,-51.887564565488525,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.6779999999999997}",20,0,-78.79839970098658,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.6759999999999997}",30,0,-235.92237937197388,"{0: 16, 1: 5, 2: 3, 3: 2, 4: 4}",0
163,False,"{'a': 0.5, 'e': 0.6739999999999997}",20,2,-78.73174909042093,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.6719999999999997}",30,3,-42.343119552422564,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.6699999999999997}",25,11,-14.503138608443841,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.6679999999999997}",35,0,-85.14560137199041,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.6659999999999997}",20,0,-110.94936256155015,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
168,False,"{'a': 0.5, 'e': 0.6639999999999997}",20,5,-85.58587482028169,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.6619999999999997}",25,12,-81.24973483219898,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 2}",1
170,False,"{'a': 0.5, 'e': 0.6599999999999997}",25,7,-10.230181511051768,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.6579999999999997}",20,0,-52.81640027604192,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.6559999999999997}",20,12,-23.995742547763964,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.6539999999999997}",30,0,-24.972850621520877,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.6519999999999997}",30,6,-89.43687591368813,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
175,False,"{'a': 0.5, 'e': 0.6499999999999997}",25,0,-56.34339234090809,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.6479999999999997}",20,4,-47.16415745621699,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.6459999999999997}",30,1,-75.01921595575601,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 2}",1
